sentence,word,tag,relevanceBag,model1,model2,model3,model4,model5
19805,5,B-PER,[],0.00010672863572835922,0.00012098008301109076,0.00010276609100401402,2.7602585244146383e-06,1.6618027109949196e-07
18098,0,B-PER,[1],0.009189903736114502,0.039122939109802246,0.026401638984680176,0.00024586915969848633,1.811981201171875e-05
11634,1,B-PER,[2],0.04156788159161806,0.015050516172777861,0.011608221029746346,0.020107107236981392,0.0005891065811738372
2858,33,B-PER,[],0.0003095771826338023,0.00014224325423128903,0.00016822012730699498,9.885785402730107e-06,5.184457404538989e-05
3604,9,B-PER,[10],0.001606315141543746,0.0004466898171813227,0.0007503032684326172,4.3659623770508915e-05,6.003179635172273e-06
8505,8,B-PER,[],0.2631022101268172,0.014308801917650271,0.00035825582807547107,0.00014313864377690777,1.0870929241804661e-05
1574,0,B-PER,[],0.00014546513557434082,8.417438948526978e-06,4.2022662455565296e-05,4.1040311771212146e-07,6.827053766755853e-07
1133,26,B-PER,[],0.0001553578767925501,3.09506431221962e-05,4.591792821884155e-05,1.273315865546465e-05,5.2027180572622456e-06
4692,1,B-PER,[2],0.12588508008047938,0.2816493707796326,0.07824995309238147,0.021432555381927898,9.73927583491907e-05
9435,0,B-PER,[1],0.0271811131387949,0.005749555071815848,0.0005249006644589826,1.693363495292033e-05,4.967444274805999e-06
13584,0,B-PER,[1],0.0009464621543884277,0.0007494688034057617,0.0005359649658203125,0.00018813039423548616,3.1312429200625047e-06
14323,10,B-PER,[11],0.0023818558547645807,0.0011383791534171905,0.00033038060519174905,1.1920928955078125e-06,2.9490552986427554e-07
20016,19,B-PER,[20],0.0015779770910739899,0.0012410007075231988,0.0009130476792051923,6.048835348337889e-05,7.476008613593876e-05
15704,18,B-PER,[],0.0015520118176937103,0.0008852421306073666,0.0003754075733013451,3.0398812668863684e-05,5.841255187988281e-06
9321,15,B-PER,[],0.0002614506665850058,0.00020754383876919746,3.185303648933768e-05,1.8851505956263281e-06,2.294651579859419e-08
12401,9,B-PER,[],0.04114546254277229,0.45408451091498137,0.22629542465074337,0.052700357182914104,0.0008468016256770738
18290,2,B-PER,[],0.0002044504180958029,0.0004018978215754032,0.0004520667716860771,2.221664362878073e-05,2.622086313408545e-06
359,3,B-PER,[],0.0012213122099637985,0.0033927522599697113,0.030745344469323754,0.10794518033435452,0.0445043973841166
14847,6,B-PER,[],0.00028280727565288544,0.0008032441837713122,0.0020169519702903926,2.668531635663385e-06,2.356014210391777e-07
17506,1,B-PER,[],0.0013494215672835708,0.00096069612482097,5.747831801272696e-05,5.356952050306063e-05,3.7124954870293436e-05
13002,0,B-PER,[],3.5212164220865816e-05,6.030243821442127e-05,4.568975418806076e-05,1.5847740542085376e-06,1.5013192751212046e-06
1579,0,B-PER,[],3.052053216379136e-06,7.66677112551406e-06,1.1644384358078241e-05,6.189580545878925e-07,7.176333838287974e-07
6480,0,B-PER,[],0.020643267780542374,0.011226610280573368,0.0015216415631584823,8.029814239307598e-06,5.728765817281101e-08
18525,6,B-PER,[],0.005794644355773926,0.008125543594360352,0.01348787546157837,0.002936720848083496,5.739927291870117e-05
7147,11,B-PER,[],0.0007173740305006504,0.0006927622307557613,0.00027999405574519187,5.8308586204702806e-05,7.150369754072017e-05
9153,6,B-PER,[4],0.012384306639432907,0.0013820566236972809,0.0019870756477757823,0.00041110068559646606,1.3058428521617316e-05
3478,2,B-PER,[3],0.0001673923688940704,6.868126365588978e-05,8.03997636467102e-06,1.3843363774412865e-05,9.734462302901647e-08
19772,9,B-PER,[],0.02153459540568292,0.019614404707681388,0.005608260631561279,0.001974046230316162,0.00012714732954355323
20018,4,B-PER,[],0.013986080884933472,0.0027826623991131783,0.007093251682817936,0.0015712613239884377,1.3988048522151075e-05
8398,0,B-PER,[1],0.00010353326797485352,1.1168365745106712e-05,3.23873246088624e-06,1.001476435114057e-08,1.0683731677119113e-10
10252,0,B-PER,[5],0.00023309089010581374,0.0003070506500080228,0.0003043818287551403,3.3542411983944476e-05,3.822092548944056e-05
13475,3,B-PER,[],0.0005285239603836089,0.00010770938388304785,1.0855961591005325e-05,5.479378160089254e-07,6.406597555241866e-08
2151,17,B-PER,[18],0.001831650733947754,0.00046585738891735673,0.0001172386619145982,0.00014304055366665125,0.00016009807586669922
460,0,B-PER,[],0.005694091320037842,0.0015445336466655135,0.00020009279251098633,6.556510925292969e-06,5.125999450683594e-06
4044,4,B-PER,[],0.002461561525706202,0.0007771130767650902,0.00036090679350309074,2.2395239800410138e-05,8.106231689453125e-06
4135,5,B-PER,[],0.0251273512840271,0.035035014152526855,0.014688009454403073,0.0016061747741105137,0.0016711903592359079
10283,0,B-PER,"[2, 3, 4]",5.167722702026367e-05,6.20958162471652e-05,0.0001230979305546498,1.7724207737046527e-06,2.304232111782767e-07
